4.62231,14.4965
6.23967,15.386
8.69139,15.6311
10.4841,14.6326
11.0397,11.7169
11.1007,9.42938
11.7794,7.13556
12.2415,4.16634
13.2888,3.34569
13.934,1.5918
14.1162,0.177362
14.1241,-1.02906
13.4509,-4.81931
11.2201,-8.31951
11.8385,-12.9516
13.2446,-16.8501
14.7003,-21.7365
17.0475,-22.7054
20.2147,-20.1326
20.0949,-17.7947
19.3404,-14.6186
17.983,-12.9553
17.1146,-9.89266
17.6629,-7.08031
19.443,-6.05386
20.9995,-5.77107
25.6212,-4.8831
27.7023,-4.17928
29.4987,-3.21031
30.3639,-1.70051
30.0346,-0.435757
30.1507,1.6875
29.3131,4.88506
26.2077,5.1879
23.6827,3.93762
21.764,4.26453
18.8751,2.86461
17.0063,2.16067
15.95,4.32072
14.4403,7.0137
13.9088,8.72863
12.9534,11.4578
11.0878,14.5956
8.37984,15.5558
6.22004,14.9458
3.90643,14.7273
3.01208,13.49
3.21992,11.4095
